olay_id,medya_tipi,kaynak,baslik,icerik,referans,similarity,modification_score,provocative_score,misleading_label
30,karsit,Sozcu,E-ticarette sorunlar artıyor,E-ticaret sektöründe yaşanan sorunlar gündeme geliyor. Tüketiciler teslimat ve hizmet problemlerinden şikayetçi. Uzmanlar denetim eksikliğine dikkat çekiyor. Sektörde düzenleme ihtiyacı olduğu belirtiliyor.,E-ticaret sektörüne ilişkin güncel veriler paylaşıldı. İşlem hacminde artış gözlemlendi. Uzmanlar sektördeki gelişmeleri değerlendirdi. Sürecin nasıl ilerleyeceği takip ediliyor.,0.052043233137049186,0.9479567668629508,0.10869565217391304,2
30,notr,Hurriyet,E-ticaret verileri açıklandı,E-ticaret sektörüne ilişkin güncel veriler paylaşıldı. İşlem hacminde artış gözlemlendi. Uzmanlar sektördeki gelişmeleri değerlendirdi. Sürecin nasıl ilerleyeceği takip ediliyor.,E-ticaret sektörüne ilişkin güncel veriler paylaşıldı. İşlem hacminde artış gözlemlendi. Uzmanlar sektördeki gelişmeleri değerlendirdi. Sürecin nasıl ilerleyeceği takip ediliyor.,1.0000000000000009,-8.881784197001252e-16,0.05,1
31,yandas,Sabah,Yeni üniversite kampüsü açıldı,Modern altyapıya sahip yeni üniversite kampüsü düzenlenen törenle açıldı. Yetkililer kampüsün eğitim kalitesine önemli katkı sağlayacağını belirtti. Öğrenciler için sosyal ve akademik imkanların artırıldığı ifade edildi. Projenin bölgeye ekonomik hareketlilik kazandırması bekleniyor.,Yeni üniversite kampüsü düzenlenen törenle açıldı. Kampüste eğitim ve sosyal alanların yer aldığı belirtildi. Yetkililer kapasite ve imkanlar hakkında bilgi verdi. Öğrenciler kampüsü kullanmaya başladı.,0.2812676564233775,0.7187323435766225,0.12121212121212122,3
31,karsit,Sozcu,Üniversite yatırımı tartışma yarattı,Yeni açılan üniversite kampüsü bazı kesimler tarafından eleştirildi. Uzmanlar yatırımın öncelikleri konusunda soru işaretleri olduğunu ifade etti. Eğitim kalitesinden çok fiziksel yatırımlara odaklanıldığı savunuluyor. Tartışmalar kamuoyunda sürüyor.,Yeni üniversite kampüsü düzenlenen törenle açıldı. Kampüste eğitim ve sosyal alanların yer aldığı belirtildi. Yetkililer kapasite ve imkanlar hakkında bilgi verdi. Öğrenciler kampüsü kullanmaya başladı.,0.10011544110075854,0.8998845588992415,0.125,3
31,notr,Hurriyet,Yeni üniversite kampüsü hizmete girdi,Yeni üniversite kampüsü düzenlenen törenle açıldı. Kampüste eğitim ve sosyal alanların yer aldığı belirtildi. Yetkililer kapasite ve imkanlar hakkında bilgi verdi. Öğrenciler kampüsü kullanmaya başladı.,Yeni üniversite kampüsü düzenlenen törenle açıldı. Kampüste eğitim ve sosyal alanların yer aldığı belirtildi. Yetkililer kapasite ve imkanlar hakkında bilgi verdi. Öğrenciler kampüsü kullanmaya başladı.,1.000000000000001,-1.1102230246251565e-15,0.11538461538461539,1
32,yandas,Sabah,Yeni otoyol projesi ulaşıma katkı sağlayacak,Başlatılan otoyol projesiyle ulaşımın daha hızlı ve güvenli hale gelmesi hedefleniyor. Yetkililer projenin şehirler arası bağlantıyı güçlendireceğini belirtti. Altyapı çalışmalarının planlandığı şekilde ilerlediği ifade edildi. Projenin ekonomik katkı sağlaması bekleniyor.,Yeni otoyol projesinin yapımına başlandı. Yetkililer proje hakkında teknik bilgiler paylaştı. Çalışmaların belirli aşamalar halinde ilerleyeceği ifade edildi. Projenin tamamlanma süresi açıklandı.,0.1297718123955115,0.8702281876044885,0.0967741935483871,2
32,karsit,Sozcu,Otoyol projesine çevre tepkisi,Yeni otoyol projesi çevreciler tarafından eleştiriliyor. Projenin doğal alanlara zarar vereceği iddia ediliyor. Uzmanlar alternatif çözümlerin değerlendirilmesi gerektiğini belirtiyor. Tartışmalar devam ediyor.,Yeni otoyol projesinin yapımına başlandı. Yetkililer proje hakkında teknik bilgiler paylaştı. Çalışmaların belirli aşamalar halinde ilerleyeceği ifade edildi. Projenin tamamlanma süresi açıklandı.,0.07401685040047531,0.9259831495995247,0.1956521739130435,3
32,notr,Hurriyet,Otoyol projesi başlatıldı,Yeni otoyol projesinin yapımına başlandı. Yetkililer proje hakkında teknik bilgiler paylaştı. Çalışmaların belirli aşamalar halinde ilerleyeceği ifade edildi. Projenin tamamlanma süresi açıklandı.,Yeni otoyol projesinin yapımına başlandı. Yetkililer proje hakkında teknik bilgiler paylaştı. Çalışmaların belirli aşamalar halinde ilerleyeceği ifade edildi. Projenin tamamlanma süresi açıklandı.,0.9999999999999998,2.220446049250313e-16,0.043478260869565216,1
33,yandas,Sabah,Yeni yazılım merkezi açıldı,Teknoloji alanında faaliyet gösterecek yeni yazılım merkezi hizmete açıldı. Yetkililer merkezin yerli yazılım üretimini destekleyeceğini belirtti. Genç girişimcilere çeşitli imkanlar sunulacağı ifade edildi. Projenin teknoloji ekosistemine katkı sağlayacağı vurgulandı.,Yeni yazılım merkezi faaliyetlerine başladı. Yetkililer merkezin hedefleri hakkında bilgi verdi. Girişimcilere çeşitli destek programları sunuluyor. Sürecin etkileri izleniyor.,0.1939142952057362,0.8060857047942638,0.05,1
33,karsit,Sozcu,Yazılım merkezi yeterli destek alamıyor,Açılan yazılım merkezinin beklenen ilgiyi görmediği ifade ediliyor. Girişimciler desteklerin yetersiz olduğunu belirtiyor. Uzmanlar proje planlamasında eksiklikler olduğunu söylüyor. Merkezin sürdürülebilirliği tartışılıyor.,Yeni yazılım merkezi faaliyetlerine başladı. Yetkililer merkezin hedefleri hakkında bilgi verdi. Girişimcilere çeşitli destek programları sunuluyor. Sürecin etkileri izleniyor.,0.0497303161871835,0.9502696838128165,0.043478260869565216,1
33,notr,Hurriyet,Yazılım merkezi faaliyete geçti,Yeni yazılım merkezi faaliyetlerine başladı. Yetkililer merkezin hedefleri hakkında bilgi verdi. Girişimcilere çeşitli destek programları sunuluyor. Sürecin etkileri izleniyor.,Yeni yazılım merkezi faaliyetlerine başladı. Yetkililer merkezin hedefleri hakkında bilgi verdi. Girişimcilere çeşitli destek programları sunuluyor. Sürecin etkileri izleniyor.,1.0000000000000009,-8.881784197001252e-16,0.05,1
34,yandas,Sabah,Yeni park alanları hizmete sunuldu,Şehirde yeni park ve yeşil alan projeleri tamamlandı. Yetkililer bu alanların yaşam kalitesini artıracağını belirtti. Vatandaşların sosyal alanlardan daha fazla faydalanacağı ifade edildi. Projelerin farklı bölgelerde devam edeceği açıklandı.,Şehirde yeni park alanları hizmete açıldı. Yetkililer projeler hakkında bilgi verdi. Vatandaşlar alanları kullanmaya başladı. Projelerin etkileri değerlendirilecek.,0.11736678019238334,0.8826332198076167,0.016666666666666666,0
34,karsit,Sozcu,Park projeleri yetersiz bulundu,Yeni park projeleri bazı vatandaşlar tarafından yetersiz bulundu. Alanların küçük olduğu ve ihtiyaçları karşılamadığı ifade ediliyor. Uzmanlar şehir planlamasında eksiklikler olduğunu belirtiyor. Eleştiriler sürüyor.,Şehirde yeni park alanları hizmete açıldı. Yetkililer projeler hakkında bilgi verdi. Vatandaşlar alanları kullanmaya başladı. Projelerin etkileri değerlendirilecek.,0.07437098447783921,0.9256290155221608,0.06,1
34,notr,Hurriyet,Yeni park alanları açıldı,Şehirde yeni park alanları hizmete açıldı. Yetkililer projeler hakkında bilgi verdi. Vatandaşlar alanları kullanmaya başladı. Projelerin etkileri değerlendirilecek.,Şehirde yeni park alanları hizmete açıldı. Yetkililer projeler hakkında bilgi verdi. Vatandaşlar alanları kullanmaya başladı. Projelerin etkileri değerlendirilecek.,1.0000000000000002,-2.220446049250313e-16,0.05263157894736842,1
35,yandas,Sabah,Yerel üreticilere destek artıyor,Yerel üreticilere yönelik destek programlarının artırıldığı açıklandı. Yetkililer bu desteklerin üretimi teşvik edeceğini belirtti. Küçük işletmelerin güçlendirilmesi hedefleniyor. Programların ekonomik katkı sağlaması bekleniyor.,Yerel üreticilere yönelik yeni destek programı duyuruldu. Yetkililer programın kapsamı hakkında bilgi verdi. Başvuruların alınmaya başlandığı ifade edildi. Programın etkileri takip edilecek.,0.12038937870348433,0.8796106212965157,0.0625,1
35,karsit,Sozcu,Üreticiler desteklerden yararlanamıyor,Bazı üreticiler destek programlarından yeterince faydalanamadıklarını ifade ediyor. Bürokratik süreçlerin zor olduğu belirtiliyor. Uzmanlar sistemin daha erişilebilir olması gerektiğini vurguluyor. Sorunların çözümü talep ediliyor.,Yerel üreticilere yönelik yeni destek programı duyuruldu. Yetkililer programın kapsamı hakkında bilgi verdi. Başvuruların alınmaya başlandığı ifade edildi. Programın etkileri takip edilecek.,0.04399732626783179,0.9560026737321682,0.0,0
35,notr,Hurriyet,Üreticilere destek programı açıklandı,Yerel üreticilere yönelik yeni destek programı duyuruldu. Yetkililer programın kapsamı hakkında bilgi verdi. Başvuruların alınmaya başlandığı ifade edildi. Programın etkileri takip edilecek.,Yerel üreticilere yönelik yeni destek programı duyuruldu. Yetkililer programın kapsamı hakkında bilgi verdi. Başvuruların alınmaya başlandığı ifade edildi. Programın etkileri takip edilecek.,1.000000000000001,-1.1102230246251565e-15,0.021739130434782608,0
36,yandas,Sabah,Yeni lojistik merkez faaliyete geçti,Bölgesel ticareti destekleyecek yeni lojistik merkez açıldı. Yetkililer merkezin taşımacılık kapasitesini artıracağını belirtti. Projenin ticaret hacmine katkı sağlayacağı ifade edildi. Lojistik altyapının güçlendirildiği vurgulandı.,Yeni lojistik merkez düzenlenen törenle açıldı. Yetkililer merkezin kapasitesi hakkında bilgi verdi. Ticaret faaliyetlerine katkı sağlaması bekleniyor. Süreç izleniyor.,0.25895933386866293,0.7410406661313371,0.06,1
36,karsit,Sozcu,Lojistik merkez maliyet tartışması yarattı,Yeni lojistik merkezin maliyeti tartışma konusu oldu. Uzmanlar yatırımın geri dönüşü konusunda soru işaretleri olduğunu belirtiyor. Bazı kesimler kaynakların farklı alanlara yönlendirilmesi gerektiğini savunuyor. Tartışmalar sürüyor.,Yeni lojistik merkez düzenlenen törenle açıldı. Yetkililer merkezin kapasitesi hakkında bilgi verdi. Ticaret faaliyetlerine katkı sağlaması bekleniyor. Süreç izleniyor.,0.0732792105894667,0.9267207894105333,0.1111111111111111,2
36,notr,Hurriyet,Lojistik merkez hizmete açıldı,Yeni lojistik merkez düzenlenen törenle açıldı. Yetkililer merkezin kapasitesi hakkında bilgi verdi. Ticaret faaliyetlerine katkı sağlaması bekleniyor. Süreç izleniyor.,Yeni lojistik merkez düzenlenen törenle açıldı. Yetkililer merkezin kapasitesi hakkında bilgi verdi. Ticaret faaliyetlerine katkı sağlaması bekleniyor. Süreç izleniyor.,1.0000000000000009,-8.881784197001252e-16,0.175,1
37,yandas,Sabah,Yeni eğitim kampanyası başlatıldı,Eğitim alanında farkındalık oluşturmak amacıyla yeni kampanya başlatıldı. Yetkililer kampanyanın öğrenci başarısını artırmayı hedeflediğini belirtti. Program kapsamında çeşitli etkinlikler düzenlenecek. Kampanyanın geniş kitlelere ulaşması planlanıyor.,Yeni eğitim kampanyası kamuoyuna duyuruldu. Yetkililer kampanyanın hedefleri hakkında bilgi verdi. Program kapsamında çeşitli etkinlikler planlandı. Süreç takip edilecek.,0.25288495840369996,0.7471150415963,0.09615384615384616,2
37,karsit,Sozcu,Eğitim kampanyası etkisiz bulundu,Başlatılan eğitim kampanyasının beklenen etkiyi yaratmadığı iddia ediliyor. Öğretmenler uygulamanın yetersiz olduğunu belirtiyor. Uzmanlar daha kapsamlı çözümler gerektiğini ifade ediyor. Tartışmalar devam ediyor.,Yeni eğitim kampanyası kamuoyuna duyuruldu. Yetkililer kampanyanın hedefleri hakkında bilgi verdi. Program kapsamında çeşitli etkinlikler planlandı. Süreç takip edilecek.,0.02377181519364304,0.976228184806357,0.14583333333333334,3
37,notr,Hurriyet,Eğitim kampanyası duyuruldu,Yeni eğitim kampanyası kamuoyuna duyuruldu. Yetkililer kampanyanın hedefleri hakkında bilgi verdi. Program kapsamında çeşitli etkinlikler planlandı. Süreç takip edilecek.,Yeni eğitim kampanyası kamuoyuna duyuruldu. Yetkililer kampanyanın hedefleri hakkında bilgi verdi. Program kapsamında çeşitli etkinlikler planlandı. Süreç takip edilecek.,1.0000000000000009,-8.881784197001252e-16,0.025,0
38,yandas,Sabah,Yeni enerji santrali üretime başladı,Yeni enerji santralinin üretime başladığı açıklandı. Yetkililer tesisin enerji arzına katkı sağlayacağını belirtti. Üretim kapasitesinin artırıldığı ifade edildi. Projenin enerji ihtiyacını karşılamaya yardımcı olacağı vurgulandı.,Yeni enerji santrali üretime başladı. Yetkililer tesis hakkında teknik bilgi verdi. Enerji kapasitesine katkı sağlaması bekleniyor. Süreç izleniyor.,0.25487175428123526,0.7451282457187647,0.09615384615384616,2
38,karsit,Sozcu,Enerji santrali çevre tartışması yarattı,Yeni enerji santralinin çevresel etkileri tartışma konusu oldu. Uzmanlar doğaya zarar verebileceğini belirtiyor. Çevreciler projeye karşı çıkıyor. Alternatif çözümler öneriliyor.,Yeni enerji santrali üretime başladı. Yetkililer tesis hakkında teknik bilgi verdi. Enerji kapasitesine katkı sağlaması bekleniyor. Süreç izleniyor.,0.08318702140477643,0.9168129785952236,0.09523809523809523,2
38,notr,Hurriyet,Enerji santrali devreye alındı,Yeni enerji santrali üretime başladı. Yetkililer tesis hakkında teknik bilgi verdi. Enerji kapasitesine katkı sağlaması bekleniyor. Süreç izleniyor.,Yeni enerji santrali üretime başladı. Yetkililer tesis hakkında teknik bilgi verdi. Enerji kapasitesine katkı sağlaması bekleniyor. Süreç izleniyor.,1.0000000000000002,-2.220446049250313e-16,0.13157894736842105,1
39,yandas,Sabah,KOBİ destekleri artırıldı,Küçük ve orta ölçekli işletmelere yönelik desteklerin artırıldığı açıklandı. Yetkililer bu adımın ekonomiyi canlandıracağını belirtti. İşletmelerin büyümesinin hedeflendiği ifade edildi. Destek programlarının süreceği vurgulandı.,KOBİ’lere yönelik yeni destek programı duyuruldu. Yetkililer programın detaylarını paylaştı. Başvuru sürecinin başladığı ifade edildi. Programın etkileri değerlendirilecek.,0.12671952773516104,0.873280472264839,0.02,0
39,karsit,Sozcu,KOBİ’ler desteklere ulaşamıyor,KOBİ’lerin destek programlarına erişimde zorluk yaşadığı ifade ediliyor. İşletmeler bürokratik engellerden şikayetçi. Uzmanlar sistemin sadeleştirilmesi gerektiğini belirtiyor. Sorunların çözümü talep ediliyor.,KOBİ’lere yönelik yeni destek programı duyuruldu. Yetkililer programın detaylarını paylaştı. Başvuru sürecinin başladığı ifade edildi. Programın etkileri değerlendirilecek.,0.07244081925041984,0.9275591807495802,0.09090909090909091,2
39,notr,Hurriyet,KOBİ destek programı açıklandı,KOBİ’lere yönelik yeni destek programı duyuruldu. Yetkililer programın detaylarını paylaştı. Başvuru sürecinin başladığı ifade edildi. Programın etkileri değerlendirilecek.,KOBİ’lere yönelik yeni destek programı duyuruldu. Yetkililer programın detaylarını paylaştı. Başvuru sürecinin başladığı ifade edildi. Programın etkileri değerlendirilecek.,0.9999999999999992,7.771561172376096e-16,0.05263157894736842,1
40,yandas,Sabah,Dijital dönüşüm projeleri hızlanıyor,Dijital dönüşüm kapsamında yeni projelerin hayata geçirildiği açıklandı. Yetkililer bu projelerin verimliliği artıracağını belirtti. Kamu ve özel sektörde dönüşüm süreci hızlanıyor. Projelerin ekonomiye katkı sağlaması bekleniyor.,Dijital dönüşüm projeleriyle ilgili yeni gelişmeler açıklandı. Yetkililer süreç hakkında bilgi verdi. Çeşitli sektörlerde uygulamalar başlatıldı. Projelerin etkileri izleniyor.,0.22483421720295366,0.7751657827970464,0.037037037037037035,0
40,karsit,Sozcu,Dijital dönüşümde gecikme eleştirisi,Dijital dönüşüm projelerinin yavaş ilerlediği yönünde eleştiriler yapılıyor. Uzmanlar altyapı eksikliklerine dikkat çekiyor. Sürecin hızlandırılması gerektiği ifade ediliyor. Tartışmalar devam ediyor.,Dijital dönüşüm projeleriyle ilgili yeni gelişmeler açıklandı. Yetkililer süreç hakkında bilgi verdi. Çeşitli sektörlerde uygulamalar başlatıldı. Projelerin etkileri izleniyor.,0.05332765244209315,0.9466723475579069,0.09090909090909091,2
40,notr,Hurriyet,Dijital dönüşüm projeleri gündemde,Dijital dönüşüm projeleriyle ilgili yeni gelişmeler açıklandı. Yetkililer süreç hakkında bilgi verdi. Çeşitli sektörlerde uygulamalar başlatıldı. Projelerin etkileri izleniyor.,Dijital dönüşüm projeleriyle ilgili yeni gelişmeler açıklandı. Yetkililer süreç hakkında bilgi verdi. Çeşitli sektörlerde uygulamalar başlatıldı. Projelerin etkileri izleniyor.,1.0000000000000009,-8.881784197001252e-16,0.05,1
41,yandas,Sabah,Yeni hızlı tren hattı hizmete girdi,Yeni hızlı tren hattı düzenlenen törenle hizmete açıldı. Yetkililer hattın şehirler arası ulaşımı önemli ölçüde hızlandıracağını belirtti. Projenin ekonomik ve turistik hareketliliği artırması bekleniyor. Yolcular hattı kullanmaya başladı.,Yeni hızlı tren hattı hizmete girdi. Yetkililer proje hakkında bilgi verdi. Ulaşım süresinin kısalması bekleniyor. Kullanım süreci başladı.,0.24523023361277996,0.75476976638722,0.13793103448275862,3
41,karsit,Sozcu,Hızlı tren hattında eksikler dikkat çekti,Yeni açılan hızlı tren hattında bazı eksiklikler olduğu iddia edildi. Yolcular hizmet kalitesine yönelik şikayetlerde bulundu. Uzmanlar projenin yeterince hazır olmadan açıldığını savunuyor. Tartışmalar devam ediyor.,Yeni hızlı tren hattı hizmete girdi. Yetkililer proje hakkında bilgi verdi. Ulaşım süresinin kısalması bekleniyor. Kullanım süreci başladı.,0.07546468491227462,0.9245353150877254,0.12962962962962962,3
41,notr,Hurriyet,Hızlı tren hattı açıldı,Yeni hızlı tren hattı hizmete girdi. Yetkililer proje hakkında bilgi verdi. Ulaşım süresinin kısalması bekleniyor. Kullanım süreci başladı.,Yeni hızlı tren hattı hizmete girdi. Yetkililer proje hakkında bilgi verdi. Ulaşım süresinin kısalması bekleniyor. Kullanım süreci başladı.,1.0000000000000002,-2.220446049250313e-16,0.07894736842105263,1
42,yandas,Sabah,Tarım destek ödemeleri çiftçiyi rahatlattı,Çiftçilere yönelik destek ödemelerinin yapıldığı açıklandı. Yetkililer bu adımın üretimi artıracağını belirtti. Tarım sektöründe olumlu bir etki beklendiği ifade edildi. Desteklerin devam edeceği vurgulandı.,Tarım destek ödemeleri üreticilere ulaştırıldı. Yetkililer program hakkında bilgi verdi. Çiftçilerin destekten faydalandığı belirtildi. Süreç takip ediliyor.,0.08124208065886737,0.9187579193411326,0.02,0
42,karsit,Sozcu,Çiftçiler desteklerin yetersiz olduğunu söylüyor,Çiftçiler yapılan desteklerin maliyetleri karşılamadığını belirtiyor. Artan giderlerin üretimi zorlaştırdığı ifade ediliyor. Uzmanlar daha kapsamlı politikalar gerektiğini söylüyor. Sorunlar sürüyor.,Tarım destek ödemeleri üreticilere ulaştırıldı. Yetkililer program hakkında bilgi verdi. Çiftçilerin destekten faydalandığı belirtildi. Süreç takip ediliyor.,0.028212976524438108,0.9717870234755619,0.0,0
42,notr,Hurriyet,Tarım destek ödemeleri yapıldı,Tarım destek ödemeleri üreticilere ulaştırıldı. Yetkililer program hakkında bilgi verdi. Çiftçilerin destekten faydalandığı belirtildi. Süreç takip ediliyor.,Tarım destek ödemeleri üreticilere ulaştırıldı. Yetkililer program hakkında bilgi verdi. Çiftçilerin destekten faydalandığı belirtildi. Süreç takip ediliyor.,1.0,0.0,0.027777777777777776,0
43,yandas,Sabah,Yeni havaalanı kapasiteyi artırdı,Yeni havaalanı yatırımıyla yolcu kapasitesinin artırıldığı açıklandı. Yetkililer projenin ulaşım altyapısını güçlendirdiğini belirtti. Turizm ve ticarete katkı sağlaması bekleniyor. Havaalanı hizmet vermeye başladı.,Yeni havaalanı düzenlenen törenle açıldı. Yetkililer kapasite ve hizmetler hakkında bilgi verdi. Uçuşlar başladı. Süreç izleniyor.,0.17997703219716754,0.8200229678028325,0.08333333333333333,2
43,karsit,Sozcu,Havaalanı maliyeti eleştiriliyor,Yeni havaalanı projesinin maliyeti tartışma konusu oldu. Uzmanlar yatırımın bütçe üzerindeki etkisine dikkat çekiyor. Bazı kesimler kaynakların farklı alanlara ayrılması gerektiğini savunuyor. Tartışmalar sürüyor.,Yeni havaalanı düzenlenen törenle açıldı. Yetkililer kapasite ve hizmetler hakkında bilgi verdi. Uçuşlar başladı. Süreç izleniyor.,0.05447305548474796,0.945526944515252,0.1,2
43,notr,Hurriyet,Yeni havaalanı açıldı,Yeni havaalanı düzenlenen törenle açıldı. Yetkililer kapasite ve hizmetler hakkında bilgi verdi. Uçuşlar başladı. Süreç izleniyor.,Yeni havaalanı düzenlenen törenle açıldı. Yetkililer kapasite ve hizmetler hakkında bilgi verdi. Uçuşlar başladı. Süreç izleniyor.,1.0,0.0,0.17647058823529413,1
44,yandas,Sabah,Yeni sanayi bölgesi üretimi artıracak,Kurulan yeni sanayi bölgesinin üretim kapasitesini artıracağı açıklandı. Yetkililer yatırımların istihdam yaratacağını belirtti. Bölgenin ekonomik gelişime katkı sağlayacağı ifade edildi. Projelerin devam edeceği vurgulandı.,Yeni sanayi bölgesi üretime başladı. Yetkililer proje hakkında bilgi verdi. Bölgenin ekonomiye katkı sağlaması bekleniyor. Süreç takip ediliyor.,0.13841806260281467,0.8615819373971854,0.04,0
44,karsit,Sozcu,Sanayi bölgesi çevre kaygısı yarattı,Yeni sanayi bölgesi çevreye etkileri nedeniyle eleştiriliyor. Uzmanlar çevresel risklere dikkat çekiyor. Vatandaşlar projeye karşı çıkıyor. Tartışmalar sürüyor.,Yeni sanayi bölgesi üretime başladı. Yetkililer proje hakkında bilgi verdi. Bölgenin ekonomiye katkı sağlaması bekleniyor. Süreç takip ediliyor.,0.09193998174078086,0.9080600182592191,0.15789473684210525,3
44,notr,Hurriyet,Sanayi bölgesi faaliyete geçti,Yeni sanayi bölgesi üretime başladı. Yetkililer proje hakkında bilgi verdi. Bölgenin ekonomiye katkı sağlaması bekleniyor. Süreç takip ediliyor.,Yeni sanayi bölgesi üretime başladı. Yetkililer proje hakkında bilgi verdi. Bölgenin ekonomiye katkı sağlaması bekleniyor. Süreç takip ediliyor.,1.0000000000000002,-2.220446049250313e-16,0.07894736842105263,1
45,yandas,Sabah,Turizm kampanyası ilgi gördü,Başlatılan turizm kampanyasının yoğun ilgi gördüğü açıklandı. Yetkililer turist sayısında artış yaşandığını belirtti. Kampanyanın sektöre katkı sağladığı ifade edildi. Çalışmaların devam edeceği vurgulandı.,Yeni turizm kampanyası duyuruldu. Yetkililer kampanyanın hedeflerini açıkladı. Tanıtım faaliyetleri başladı. Sürecin etkileri değerlendirilecek.,0.09253214101607811,0.9074678589839219,0.0,0
45,karsit,Sozcu,Turizm kampanyası beklenen etkiyi yaratmadı,Turizm kampanyasının beklenen sonucu vermediği ifade ediliyor. Sektör temsilcileri hedeflerin tutmadığını belirtiyor. Uzmanlar stratejinin gözden geçirilmesi gerektiğini söylüyor. Tartışmalar devam ediyor.,Yeni turizm kampanyası duyuruldu. Yetkililer kampanyanın hedeflerini açıkladı. Tanıtım faaliyetleri başladı. Sürecin etkileri değerlendirilecek.,0.030419320464233957,0.969580679535766,0.11363636363636363,2
45,notr,Hurriyet,Turizm kampanyası başlatıldı,Yeni turizm kampanyası duyuruldu. Yetkililer kampanyanın hedeflerini açıkladı. Tanıtım faaliyetleri başladı. Sürecin etkileri değerlendirilecek.,Yeni turizm kampanyası duyuruldu. Yetkililer kampanyanın hedeflerini açıkladı. Tanıtım faaliyetleri başladı. Sürecin etkileri değerlendirilecek.,1.0000000000000007,-6.661338147750939e-16,0.06666666666666667,1
46,yandas,Sabah,Yeni eğitim merkezi hizmete açıldı,Eğitim alanında faaliyet gösterecek yeni merkez açıldı. Yetkililer merkezin öğrencilere katkı sağlayacağını belirtti. Modern imkanların sunulduğu ifade edildi. Projenin yaygınlaştırılması planlanıyor.,Yeni eğitim merkezi hizmete girdi. Yetkililer merkezin kapasitesi hakkında bilgi verdi. Öğrenciler kullanmaya başladı. Süreç izleniyor.,0.12396718391029309,0.876032816089707,0.06818181818181818,1
46,karsit,Sozcu,Eğitim merkezi eleştirilerin hedefinde,Yeni eğitim merkezinin yetersiz olduğu iddia edildi. Öğrenciler ve veliler eksikliklere dikkat çekiyor. Uzmanlar planlama sorunları olduğunu belirtiyor. Tartışmalar sürüyor.,Yeni eğitim merkezi hizmete girdi. Yetkililer merkezin kapasitesi hakkında bilgi verdi. Öğrenciler kullanmaya başladı. Süreç izleniyor.,0.09262135980593036,0.9073786401940697,0.14285714285714285,3
46,notr,Hurriyet,Eğitim merkezi açıldı,Yeni eğitim merkezi hizmete girdi. Yetkililer merkezin kapasitesi hakkında bilgi verdi. Öğrenciler kullanmaya başladı. Süreç izleniyor.,Yeni eğitim merkezi hizmete girdi. Yetkililer merkezin kapasitesi hakkında bilgi verdi. Öğrenciler kullanmaya başladı. Süreç izleniyor.,1.0,0.0,0.08823529411764706,1
47,yandas,Sabah,Sağlık kampanyası başarı sağladı,Başlatılan sağlık kampanyasının olumlu sonuç verdiği açıklandı. Yetkililer katılımın yüksek olduğunu belirtti. Programın toplum sağlığına katkı sağladığı ifade edildi. Kampanyanın devam edeceği vurgulandı.,Yeni sağlık kampanyası düzenlendi. Yetkililer program hakkında bilgi verdi. Katılım sağlandı. Sonuçlar değerlendirilecek.,0.06226425715839406,0.937735742841606,0.0,0
47,karsit,Sozcu,Sağlık kampanyası yetersiz bulundu,Sağlık kampanyasının beklenen etkiyi yaratmadığı ifade ediliyor. Vatandaşlar uygulamanın sınırlı kaldığını belirtiyor. Uzmanlar daha kapsamlı çalışmalar gerektiğini söylüyor. Eleştiriler sürüyor.,Yeni sağlık kampanyası düzenlendi. Yetkililer program hakkında bilgi verdi. Katılım sağlandı. Sonuçlar değerlendirilecek.,0.03241228053429371,0.9675877194657063,0.09523809523809523,2
47,notr,Hurriyet,Sağlık kampanyası düzenlendi,Yeni sağlık kampanyası düzenlendi. Yetkililer program hakkında bilgi verdi. Katılım sağlandı. Sonuçlar değerlendirilecek.,Yeni sağlık kampanyası düzenlendi. Yetkililer program hakkında bilgi verdi. Katılım sağlandı. Sonuçlar değerlendirilecek.,1.0000000000000007,-6.661338147750939e-16,0.14285714285714285,1
48,yandas,Sabah,Yeni teknoloji fuarı büyük ilgi gördü,Düzenlenen teknoloji fuarı yoğun katılımla gerçekleştirildi. Yetkililer etkinliğin sektöre katkı sağladığını belirtti. Yeni ürünler tanıtıldı. Fuarın büyütülmesi planlanıyor.,Teknoloji fuarı gerçekleştirildi. Yetkililer etkinlik hakkında bilgi verdi. Katılım sağlandı. Değerlendirme yapılacak.,0.15976420924144447,0.8402357907585556,0.10526315789473684,2
48,karsit,Sozcu,Teknoloji fuarı beklentiyi karşılamadı,Teknoloji fuarının beklenen ilgiyi görmediği ifade ediliyor. Katılımcılar organizasyonu eleştiriyor. Uzmanlar etkinliğin yetersiz olduğunu belirtiyor. Tartışmalar sürüyor.,Teknoloji fuarı gerçekleştirildi. Yetkililer etkinlik hakkında bilgi verdi. Katılım sağlandı. Değerlendirme yapılacak.,0.03673406111884345,0.9632659388811565,0.16666666666666666,3
48,notr,Hurriyet,Teknoloji fuarı düzenlendi,Teknoloji fuarı gerçekleştirildi. Yetkililer etkinlik hakkında bilgi verdi. Katılım sağlandı. Değerlendirme yapılacak.,Teknoloji fuarı gerçekleştirildi. Yetkililer etkinlik hakkında bilgi verdi. Katılım sağlandı. Değerlendirme yapılacak.,1.0000000000000002,-2.220446049250313e-16,0.038461538461538464,0
